,Name,Variation,DIY,Buy,Sell,Source,Source Notes,Catalog,Tab,Tag,Customize,Cyrus,Image,HHP Source
3126,Luigi hat,[nan],No,1500,375,Nook Shopping Promotion,Not available before March 1st 2021,Not in catalog,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatLuigi0.png'],
3127,lunch-service cap,,No,600,150,Able Sisters,,For sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatSchoollunch0.png,['School']
3128,mage's hat (Black),['Black'],No,3440,860,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatWitch0.png'],['Rodeo']
3129,mage's hat (White),['White'],No,3440,860,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatWitch2.png'],['Rodeo']
3130,mage's hat (Red),['Red'],No,3440,860,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatWitch3.png'],['Rodeo']
3131,mage's hat (Blue),['Blue'],No,3440,860,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatWitch1.png'],['Rodeo']
3132,mage's striped hat (White),['White'],No,3440,860,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatHalloween2.png'],
3133,mage's striped hat (Black),['Black'],No,3440,860,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatHalloween5.png'],
3134,mage's striped hat (Red),['Red'],No,3440,860,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatHalloween4.png'],
3135,mage's striped hat (Orange),['Orange'],No,3440,860,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatHalloween0.png'],
3136,mage's striped hat (Green),['Green'],No,3440,860,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatHalloween3.png'],
3137,mage's striped hat (Purple),['Purple'],No,3440,860,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatHalloween1.png'],
3138,magic-academy hood (White),['White'],No,1040,260,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapFullfaceHalloweenhood2.png'],['Rodeo']
3139,magic-academy hood (Black),['Black'],No,1040,260,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapFullfaceHalloweenhood5.png'],['Rodeo']
3140,magic-academy hood (Red),['Red'],No,1040,260,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapFullfaceHalloweenhood4.png'],['Rodeo']
3141,magic-academy hood (Orange),['Orange'],No,1040,260,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapFullfaceHalloweenhood0.png'],['Rodeo']
3142,magic-academy hood (Green),['Green'],No,1040,260,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapFullfaceHalloweenhood3.png'],['Rodeo']
3143,magic-academy hood (Purple),['Purple'],No,1040,260,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapFullfaceHalloweenhood1.png'],['Rodeo']
3144,Mario hat,[nan],No,1500,375,Nook Shopping Promotion,Not available before March 1st 2021,Not in catalog,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatMario0.png'],
3145,market auctioneer's cap (Blue),Blue,No,840,210,Able Sisters,,For sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatAuctioncap0.png,['Boots']
3146,market auctioneer's cap (Green),Green,No,840,210,Able Sisters,,For sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatAuctioncap1.png,['Boots']
3147,market auctioneer's cap (Brown),Brown,No,840,210,Able Sisters,,For sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatAuctioncap2.png,['Boots']
3148,matanpushi (Red),['Red'],No,880,220,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatMatampushi2.png'],
3149,matanpushi (Blue),['Blue'],No,880,220,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatMatampushi0.png'],
3150,matanpushi (Brown),['Brown'],No,880,220,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatMatampushi1.png'],
3151,matronly bun (Hair Color),[nan],No,1280,320,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapWigOnionhair.png'],"['Pango', 'Gigi']"
3152,mermaid tiara,,No,NFS,1250,Pascal,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCMermaid0.png,
3153,mesh cap (Black),['Black'],No,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatMeshcap6.png'],"['Anchovy', 'Katt', 'Quinn', 'Hopper']"
3154,mesh cap (Red),['Red'],No,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatMeshcap1.png'],"['Anchovy', 'Katt', 'Quinn', 'Hopper']"
3155,mesh cap (Pink),['Pink'],No,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatMeshcap2.png'],"['Anchovy', 'Katt', 'Quinn', 'Hopper']"
3156,mesh cap (Orange),['Orange'],No,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatMeshcap4.png'],"['Anchovy', 'Katt', 'Quinn', 'Hopper']"
3157,mesh cap (Yellow),['Yellow'],No,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatMeshcap5.png'],"['Anchovy', 'Katt', 'Quinn', 'Hopper']"
3158,mesh cap (Green),['Green'],No,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatMeshcap3.png'],"['Anchovy', 'Katt', 'Quinn', 'Hopper']"
3159,mesh cap (Purple),['Purple'],No,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatMeshcap0.png'],"['Anchovy', 'Katt', 'Quinn', 'Hopper']"
3160,milkmaid hat,,No,NFS,800,Gulliver,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapBangsVolendamWhite.png,
3161,mini straw boater,,No,640,160,Able Sisters,,For sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapOrnamentAKankanbo0.png,['Start']
3162,mohawk wig (Hair Color),[nan],No,1280,320,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapWigMohican.png'],['Fuchsia']
3163,mum crown,,Yes,NFS,480,Crafting,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapOrnamentMum1.png,"['Charlise', 'Bob']"
3164,mummy mask,[nan],No,980,245,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapFullfaceMummyWhite.png'],"['Tabby', 'Gruff', 'Clay', 'Rod']"
3165,My Melody hood,[nan],No,1500,375,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,Not in catalog,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapBangsMymelody0.png'],['Chelsea']
3166,New Year's hat (Red),Red,No,500,125,Tom Nook,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearRed.png,
3167,New Year's hat (Pink),Pink,No,500,125,Tom Nook,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearPink.png,
3168,New Year's hat (Orange),Orange,No,500,125,Tom Nook,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearOrange.png,
3169,New Year's hat (Yellow),Yellow,No,500,125,Tom Nook,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearYellow.png,
3170,New Year's hat (Green),Green,No,500,125,Tom Nook,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearGreen.png,
3171,New Year's hat (Light blue),Light blue,No,500,125,Tom Nook,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearLightblue.png,
3172,New Year's hat (Blue),Blue,No,500,125,Tom Nook,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearBlue.png,
3173,New Year's hat (Purple),Purple,No,500,125,Tom Nook,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearPurple.png,
3174,New Year's silk hat (Red),Red,No,500,125,Tom Nook,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkRed.png,
3175,New Year's silk hat (Pink),Pink,No,500,125,Tom Nook,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkPink.png,
3176,New Year's silk hat (Orange),Orange,No,500,125,Tom Nook,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkOrange.png,
3177,New Year's silk hat (Yellow),Yellow,No,500,125,Tom Nook,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkYellow.png,
3178,New Year's silk hat (Green),Green,No,500,125,Tom Nook,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkGreen.png,
3179,New Year's silk hat (Light blue),Light blue,No,500,125,Tom Nook,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkLightblue.png,
3180,New Year's silk hat (Blue),Blue,No,500,125,Tom Nook,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkBlue.png,
3181,New Year's silk hat (Purple),Purple,No,500,125,Tom Nook,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkPurple.png,
3182,newsprint helmet,,No,120,30,Nook Shopping Seasonal,,Seasonal,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatPaperGray.png,
3183,ninja hood (Dark blue),['Dark blue'],No,1400,350,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja0.png'],['Ken']
3184,ninja hood (Gray),['Gray'],No,1400,350,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja1.png'],['Ken']
3185,ninja hood (Red),['Red'],No,1400,350,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja2.png'],['Ken']
3186,ninja hood (Orange),['Orange'],No,1400,350,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja7.png'],['Ken']
3187,ninja hood (Yellow),['Yellow'],No,1400,350,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja6.png'],['Ken']
3188,ninja hood (Green),['Green'],No,1400,350,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja5.png'],['Ken']
3189,ninja hood (Aqua),['Aqua'],No,1400,350,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja4.png'],['Ken']
3190,ninja hood (Purple),['Purple'],No,1400,350,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja3.png'],['Ken']
3191,Noh mask (White),[nan],No,2400,600,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapMaskNomenWhite.png'],"['Annalisa', 'Ken', 'Greta', 'Zucker', 'Buzz']"
3192,Nook Inc. bandanna,,No,NFS,2500,Nook Miles Redemption,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatBandanaRco.png,
3193,Nook Inc. cap,,No,NFS,2500,Nook Miles Redemption,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatMeshcapRco.png,
3194,nurse's cap (White),['White'],No,1680,420,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapOrnamentTNurse1.png'],"['Gaston', 'Hospital']"
3195,nurse's cap (Pink),['Pink'],No,1680,420,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapOrnamentTNurse0.png'],"['Gaston', 'Hospital']"
3196,nurse's cap (Blue),['Blue'],No,1680,420,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapOrnamentTNurse2.png'],"['Gaston', 'Hospital']"
3197,OK Motors cap,[nan],No,770,192,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",Not in catalog,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatOkmotors0.png'],
3198,okame mask,[nan],No,1120,280,Able Sisters,Available from Able Sisters shop only,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapMaskOkame0.png'],
3199,orange hat,,Yes,NFS,1000,Crafting,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapHatOrange.png,"['Tangy', 'Purrl', 'Tasha']"
3200,ornament crown,,Yes,NFS,900,Crafting,,Not for sale,clothing,headwear,False,False,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCOrnament0.png,
3201,outback hat (White),['White'],No,1560,390,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatTengallon4.png'],"['Groucho', 'Anchovy', 'Poncho', 'Benjamin', 'Boone', 'Winnie', 'Static']"
3202,outback hat (Red),['Red'],No,1560,390,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatTengallon2.png'],"['Groucho', 'Anchovy', 'Poncho', 'Benjamin', 'Boone', 'Winnie', 'Static']"
3203,outback hat (Pink),['Pink'],No,1560,390,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatTengallon3.png'],"['Groucho', 'Anchovy', 'Poncho', 'Benjamin', 'Boone', 'Winnie', 'Static']"
3204,outback hat (Brown),['Brown'],No,1560,390,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatTengallon0.png'],"['Groucho', 'Anchovy', 'Poncho', 'Benjamin', 'Boone', 'Winnie', 'Static']"
3205,outback hat (Beige),['Beige'],No,1560,390,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatTengallon1.png'],"['Groucho', 'Anchovy', 'Poncho', 'Benjamin', 'Boone', 'Winnie', 'Static']"
3206,outdoor hat (Red),['Red'],No,1100,275,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor3.png'],"['Anchovy', 'Ace', 'Angus', 'Katt', 'Patty', 'Rex', 'Apollo']"
3207,outdoor hat (Orange),['Orange'],No,1100,275,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor0.png'],"['Anchovy', 'Ace', 'Angus', 'Katt', 'Patty', 'Rex', 'Apollo']"
3208,outdoor hat (Yellow),['Yellow'],No,1100,275,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor4.png'],"['Anchovy', 'Ace', 'Angus', 'Katt', 'Patty', 'Rex', 'Apollo']"
3209,outdoor hat (Green),['Green'],No,1100,275,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor6.png'],"['Anchovy', 'Ace', 'Angus', 'Katt', 'Patty', 'Rex', 'Apollo']"
3210,outdoor hat (Light blue),['Light blue'],No,1100,275,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,headwear,False,False,['https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor5.png'],"['Anchovy', 'Ace', 'Angus', 'Katt', 'Patty', 'Rex', 'Apollo']"
